model_name,status,selected_threshold,validation_auc,validation_f1,validation_recall_positive,test_auc,test_f1,test_recall_positive
sdae_standard,ok,0.6,0.8481076752176496,0.6564705882352941,0.7459893048128342,0.8475832593479652,0.6368159203980099,0.6844919786096256
sdae_one_class,ok,0.65,0.8482626779301972,0.650990099009901,0.7032085561497327,0.8468193174075527,0.6302083333333334,0.6470588235294118
