iter	Logloss
433	0.383927355
434	0.3838402016
435	0.3836724235
436	0.3833496776
437	0.3831733682
438	0.383095714
439	0.3829675258
440	0.382882834
441	0.3827489469
442	0.3826697643
443	0.38254631
444	0.38236653
445	0.3822226784
446	0.3821322711
447	0.381987067
448	0.3818666238
449	0.3816838009
450	0.3815368757
451	0.381379712
452	0.3812340121
453	0.3810445433
454	0.3809383912
455	0.3807474155
456	0.3805950281
457	0.3804277209
458	0.3802554266
459	0.3800554
460	0.3798727231
461	0.3796917794
462	0.3795118293
463	0.3794440398
464	0.3793002572
465	0.3791407632
466	0.3790224984
467	0.3788494552
468	0.3786875071
469	0.3784570424
470	0.3783063434
471	0.3780541255
472	0.3779090617
473	0.3776796117
474	0.3774993807
475	0.3773061995
476	0.3771140684
477	0.3770058728
478	0.3768639231
479	0.3767135134
480	0.3765536022
481	0.3763578374
482	0.3761927819
483	0.3760638624
484	0.3759226948
485	0.3757756789
486	0.375608136
487	0.3754773944
488	0.3752236388
489	0.3751150172
490	0.3749875402
491	0.3748392258
492	0.3746740062
493	0.3744855605
494	0.3742889495
495	0.3741141631
496	0.3739009498
497	0.3736668812
498	0.3735371067
499	0.3733204946
500	0.3731560433
501	0.3730170015
502	0.3727842918
503	0.3726092374
504	0.3724860916
505	0.3723730096
506	0.3721624454
507	0.3719882315
508	0.3718072503
509	0.3716599916
510	0.3715015623
511	0.3713344049
512	0.3711132401
513	0.3709578781
514	0.3708527346
515	0.3707112636
516	0.3706224576
517	0.370433501
518	0.3702517
519	0.3701129333
520	0.3699712673
521	0.3698041152
522	0.369643423
523	0.3694644842
524	0.3693547097
525	0.3692766259
526	0.3691186149
527	0.3689696424
528	0.3688589625
529	0.3686562661
530	0.3685253741
531	0.368295871
532	0.3681241608
533	0.3679873172
534	0.3678809546
535	0.3677799662
536	0.3675419592
537	0.3673725927
538	0.3672259214
539	0.367107591
540	0.3669686946
541	0.3667798691
542	0.3666950694
543	0.3665471065
544	0.3664307169
545	0.3662404121
546	0.366075451
547	0.3658697587
548	0.365703331
549	0.3655687319
550	0.3653385339
551	0.3652085302
552	0.3650811865
553	0.3649335764
554	0.3647192596
555	0.3645608601
556	0.3644535145
557	0.3643060033
558	0.3642235939
559	0.3641132215
560	0.3639598076
561	0.3638476089
562	0.3637305895
563	0.3635159469
564	0.3633381873
565	0.363142475
566	0.3630327092
567	0.3628921808
568	0.362795057
569	0.3626776121
570	0.3625408237
571	0.3624103571
572	0.3622386395
573	0.3620990624
574	0.3619176749
575	0.3616950044
576	0.361509508
577	0.3612871291
578	0.3610617512
579	0.3609380223
580	0.3607859532
581	0.3606861894
582	0.3605609128
583	0.3603624765
584	0.3602325743
585	0.3601427249
586	0.3600412379
587	0.3598735451
588	0.359708719
589	0.3595482152
590	0.3594233501
591	0.3592685906
592	0.3591518749
593	0.359020699
594	0.3588839483
595	0.3587227915
596	0.3585925236
597	0.3584394025
598	0.3582476491
599	0.3580665138
600	0.3579202723
601	0.3577526051
602	0.3576408527
603	0.3574788457
604	0.3573172218
605	0.357241956
606	0.3570632607
607	0.3569457642
608	0.3568372725
609	0.3566633545
610	0.3565389135
611	0.3564329836
612	0.3563179536
613	0.356211213
614	0.3561014685
615	0.3559217879
616	0.3558350792
617	0.3557563269
618	0.3555864477
619	0.3554177471
620	0.3553094506
621	0.3551406751
622	0.355019012
623	0.354846372
624	0.3547336947
625	0.354624119
626	0.3545038972
627	0.3544308382
628	0.3543218375
629	0.3541747976
630	0.3539994657
631	0.3538713271
632	0.353772679
633	0.3536458657
634	0.3535393437
635	0.3534307011
636	0.3532826974
637	0.3531284847
638	0.3529546728
639	0.3528617842
640	0.3527061477
641	0.3525627842
642	0.3523865707
643	0.3522669539
644	0.352129849
645	0.3519712509
646	0.3518827416
647	0.3518052773
648	0.3517138422
649	0.3516336984
650	0.3515455631
651	0.3514040533
652	0.3512995374
653	0.3512223828
654	0.3510880467
655	0.3509786804
656	0.3508486858
657	0.3506417541
658	0.3504887595
659	0.350387649
660	0.3502269962
661	0.3501452951
662	0.3500442838
663	0.3499609322
664	0.3498335031
665	0.3497425629
666	0.3496154227
667	0.3494496844
668	0.349313471
669	0.3492072307
670	0.3490779813
671	0.348976977
672	0.3488546794
673	0.3487797574
674	0.3486306019
675	0.3484787449
676	0.3483838371
677	0.3482477456
678	0.3481150007
679	0.3480131381
680	0.3478241683
681	0.3476665458
682	0.3475233024
683	0.347414608
684	0.3473304826
685	0.3471956853
686	0.3470418633
687	0.3469612602
688	0.3468838702
689	0.3467265653
690	0.3466482245
691	0.3465480506
692	0.3463842804
693	0.3462849971
694	0.3462116757
695	0.3460507391
696	0.3458349136
697	0.3457340672
698	0.3456288136
699	0.3455325874
700	0.3453834286
701	0.3452699136
702	0.3451964537
703	0.3451079145
704	0.3450128631
705	0.3449487753
706	0.3447932644
707	0.3446326122
708	0.3445424951
709	0.344428709
710	0.3443553022
711	0.3442611016
712	0.3440670178
713	0.3439755237
714	0.3438998394
715	0.3438225131
716	0.3437398558
717	0.343625163
718	0.3434512421
719	0.3433162927
720	0.3431828343
721	0.3430212754
722	0.3429219586
723	0.342861118
724	0.3427528942
725	0.3426203055
726	0.3424827887
727	0.3424057463
728	0.3422581599
729	0.342090921
730	0.341942589
731	0.3417616957
732	0.3416594553
733	0.3415308416
734	0.3414066662
735	0.3413026885
736	0.3411724384
737	0.3410754994
738	0.3409213909
739	0.3407339126
740	0.3405869467
741	0.3404557228
742	0.34025106
743	0.3401178006
744	0.3400128733
745	0.3399103058
746	0.3398420661
747	0.3397058877
748	0.3396001708
749	0.3395113934
750	0.3393905329
751	0.3392944042
752	0.3392228041
753	0.3390630724
754	0.3388999103
755	0.3387837018
756	0.3386463492
757	0.3385130065
758	0.3383800523
759	0.33825485
760	0.3381358012
761	0.3379935358
762	0.3378755427
763	0.3377925921
764	0.3376953637
765	0.3375547816
766	0.3374324165
767	0.3372822849
768	0.3371387205
769	0.337040878
770	0.3368697625
771	0.3367228451
772	0.3366325823
773	0.3365538368
774	0.336420725
775	0.3363093391
776	0.3361702333
777	0.3360842469
778	0.3359673682
779	0.3358208152
780	0.3357202065
781	0.3356111985
782	0.3354669508
783	0.3353197192
784	0.3352011111
785	0.3350647612
786	0.3349929533
787	0.334926552
788	0.334850337
789	0.3347655302
790	0.3346685466
791	0.334567551
792	0.3344068418
793	0.3343217465
794	0.3342335243
795	0.3340361129
796	0.3339312715
797	0.3338188867
798	0.3336996555
799	0.3335460139
800	0.3334694291
801	0.3333212443
802	0.3332416936
803	0.333085681
804	0.3329592418
805	0.3328502375
806	0.3326787226
807	0.3325980631
808	0.332517998
809	0.3324138617
810	0.3322740458
811	0.3321753126
812	0.3320719002
813	0.3319538889
814	0.3318454262
815	0.3317042919
816	0.3315852465
817	0.3314890039
818	0.3313853603
819	0.3312816975
820	0.3311882309
821	0.3310594912
822	0.3309698054
823	0.330881148
824	0.3307566261
825	0.3306636204
826	0.3305301089
827	0.3304386228
828	0.330277139
829	0.330191718
830	0.3300619212
831	0.3299663216
832	0.329870836
833	0.3297016608
834	0.3296176475
835	0.329452627
836	0.329383458
837	0.3292740467
838	0.3291888692
839	0.3290955615
840	0.3289427066
841	0.3288400485
842	0.3287443725
843	0.32862598
844	0.3284849489
845	0.3283949939
846	0.3283005369
847	0.328189774
848	0.3280659963
849	0.3278837054
850	0.327755164
851	0.3276011353
852	0.3274710681
853	0.3273440093
854	0.3272191779
855	0.3271124619
856	0.3270516491
857	0.3269022437
858	0.3268201941
859	0.3266724186
860	0.3265734531
861	0.3264636536
862	0.3263541567
863	0.3262530871
864	0.32614863
865	0.3260712273
866	0.325941589
867	0.3258341045
868	0.3257628894
869	0.3256460314
870	0.3255250387
871	0.3253963488
872	0.32528315
873	0.3252070035
874	0.3250702835
875	0.3249483563
876	0.3248578663
877	0.324763042
878	0.3246308687
879	0.3245000136
880	0.3243861139
881	0.3242231561
882	0.3240661263
883	0.3239610341
884	0.3238338196
885	0.3237352429
886	0.3236156667
887	0.3235098704
888	0.3234305001
889	0.3233195349
890	0.3232432397
891	0.3231278814
892	0.3229817798
893	0.3228811643
894	0.3227891646
895	0.3225733292
896	0.3224348852
897	0.3223266489
898	0.3222504229
899	0.3220996635
900	0.3219691897
901	0.3218957351
902	0.3217991313
903	0.32168856
904	0.3216131712
905	0.3214884015
906	0.3213336499
907	0.3212366823
908	0.3211796791
909	0.3211120975
910	0.3210265546
911	0.3209277239
912	0.3208555058
913	0.320715442
914	0.3206266753
915	0.3205059914
916	0.3204151737
917	0.3203120028
918	0.3202169781
919	0.3201256234
920	0.3199795411
921	0.3198640789
922	0.319737242
923	0.3196187203
924	0.3195407604
925	0.3194118961
926	0.319300328
927	0.3192105331
928	0.3191341034
929	0.3190360886
930	0.3189726661
931	0.3189120998
932	0.3188273982
933	0.3187466601
934	0.3185916606
935	0.318524753
936	0.3184487324
937	0.3183276195
938	0.3182248726
939	0.3180959186
940	0.3180203576
941	0.3179661189
942	0.3179150102
943	0.3177995377
944	0.3177041371
945	0.3175530966
946	0.3174601247
947	0.317385691
948	0.3173342504
949	0.3172075537
950	0.3171222995
951	0.3170499535
952	0.3169301243
953	0.3168571825
954	0.3167388286
955	0.3166254657
956	0.3165551072
957	0.3164884289
958	0.316414685
959	0.3162721544
960	0.3162189086
961	0.3161351798
962	0.3160354256
963	0.3159339848
964	0.315810545
965	0.3156797971
966	0.3155969925
967	0.3154803386
968	0.3153003824
969	0.3152061327
970	0.3151560885
971	0.3150366265
972	0.3149449385
973	0.3148203017
974	0.3147524186
975	0.3146652079
976	0.3145807491
977	0.3144665762
978	0.3143762411
979	0.3143057905
980	0.314165134
981	0.3140519338
982	0.3139319446
983	0.3138738745
984	0.3138263462
985	0.3137282646
986	0.3136450056
987	0.313449586
988	0.3133452851
989	0.3132983298
990	0.3131972082
991	0.3131030796
992	0.3130329748
993	0.3128559834
994	0.3127470144
995	0.312687423
996	0.3125866799
997	0.3124930252
998	0.312396712
999	0.3122690837
